#gene_id,gene_name,Length
ENSG00000158786.4,PLA2G2F,11061
ENSG00000227066.1,RP3-340N1.2,6231
ENSG00000187980.6,PLA2G2C,16172
ENSG00000225986.1,UBXN10-AS1,2245
ENSG00000162543.5,UBXN10,9964
ENSG00000228105.1,RP3-340N1.6,1561
ENSG00000158816.14,VWA5B1,63976
ENSG00000226664.1,RP4-745E8.2,28977
ENSG00000236963.4,LINC01141,70656
ENSG00000226487.1,RP4-749H3.2,950
ENSG00000162545.5,CAMK2N1,3830
ENSG00000090432.6,MUL1,8714
ENSG00000215520.3,RPS4XP4,763
ENSG00000183114.7,FAM43B,2572
ENSG00000158825.5,CDA,29961
ENSG00000158828.5,PINK1,18057
ENSG00000273695.1,MIR6084,110
ENSG00000117242.7,PINK1-AS,9537
ENSG00000244038.8,DDOST,9778
ENSG00000117245.11,KIF17,54004
ENSG00000235432.1,RP5-930J4.5,1280
ENSG00000189410.10,SH2D5,13106
ENSG00000233069.1,RP5-930J4.2,1073
ENSG00000127483.16,HP1BP3,44663
ENSG00000075151.18,EIF4G3,370597
ENSG00000251914.1,RNU7-200P,62
ENSG00000221808.1,MIR1256,119
ENSG00000233072.1,RPS15AP6,385
ENSG00000236073.2,RP11-487E1.2,115
ENSG00000235112.1,HSPE1P27,607
ENSG00000117298.13,ECE1,128258
ENSG00000236936.1,RP3-329E20.2,1170
ENSG00000231105.1,RP5-1071N3.1,6485
ENSG00000236216.5,PPP1R11P1,376
ENSG00000228823.1,RP11-293F5.8,1834
ENSG00000236009.1,RP11-293F5.1,1595
ENSG00000227001.3,NBPF2P,3343
ENSG00000187952.9,HS6ST1P1,1234
ENSG00000186543.7,CROCCP5,3241
ENSG00000142794.17,NBPF3,44878
ENSG00000176378.8,PFN1P10,327
ENSG00000162551.12,ALPL,69041
ENSG00000233431.1,RP11-63N8.3,4716
ENSG00000221781.1,AL359815.1,138
ENSG00000076864.18,RAP1GAP,73149
ENSG00000090686.14,USP48,105309
ENSG00000281866.1,U7,56
ENSG00000231978.2,RP11-132G19.3,307
ENSG00000187942.10,LDLRAD2,12957
ENSG00000142798.15,HSPG2,115053
ENSG00000232037.3,RP11-26H16.1,483
ENSG00000219073.6,CELA3B,21622
ENSG00000273610.1,Metazoa_SRP,297
ENSG00000201919.1,RNU6-1022P,104
ENSG00000142789.18,CELA3A,10884
ENSG00000278124.1,Metazoa_SRP,297
ENSG00000201273.1,RNU6-776P,104
ENSG00000228397.1,RP1-224A6.3,975
ENSG00000218510.5,LINC00339,6036
ENSG00000070831.14,CDC42,40320
ENSG00000230068.2,CDC42-IT1,5003
ENSG00000271428.1,RP1-224A6.8,488
ENSG00000271840.1,RP1-224A6.9,748
ENSG00000162552.13,WNT4,26665
ENSG00000266564.1,MIR4418,62
ENSG00000234397.3,RP11-415K20.1,492
ENSG00000279625.1,RP11-415K20.2,1853
ENSG00000184677.15,ZBTB40,79307
ENSG00000237200.1,ZBTB40-IT1,2235
ENSG00000070886.9,EPHA8,40031
ENSG00000276835.1,AL158086.1,109
ENSG00000173372.15,C1QA,3103
ENSG00000159189.10,C1QC,4481
ENSG00000173369.14,C1QB,8777
ENSG00000133216.15,EPHB2,210662
ENSG00000265422.1,MIR4684,82
ENSG00000216157.2,AL611946.1,95
ENSG00000225952.1,RP11-69E9.1,1137
ENSG00000264014.1,MIR4253,68
ENSG00000215906.7,LACTBL1,12296
ENSG00000227868.5,C1orf234,5017
ENSG00000004487.14,KDM1A,64242
ENSG00000240553.1,RP1-184J9.2,67912
ENSG00000263793.1,MIR3115,68
ENSG00000266802.1,MIR4419A,77
ENSG00000169641.12,LUZP1,93786
ENSG00000229010.1,RP5-979D14.1,818
ENSG00000206935.1,RNU6-514P,107
ENSG00000252578.1,RNU6-135P,101
ENSG00000179546.4,HTR1D,2835
ENSG00000215381.3,RP5-1057J7.1,460
ENSG00000261326.2,LINC01355,5444
ENSG00000125944.17,HNRNPR,40566
ENSG00000125945.13,ZNF436,9995
ENSG00000249087.5,ZNF436-AS1,2843
ENSG00000201405.1,Y_RNA,93
ENSG00000271420.1,RP5-1057J7.7,650
ENSG00000204219.8,TCEA3,43680
ENSG00000232482.2,RP4-654C18.1,1315
ENSG00000088280.17,ASAP3,56006
ENSG00000007968.6,E2F2,24791
ENSG00000280791.1,Metazoa_SRP,279
ENSG00000235052.1,RP1-150O5.3,1777
ENSG00000117318.8,ID3,1877
ENSG00000197880.7,MDS2,59074
ENSG00000229239.2,RP11-223J15.2,9966
ENSG00000142676.11,RPL11,4647
ENSG00000203589.2,RP5-886K2.1,1134
ENSG00000011007.11,TCEB3,18905
ENSG00000236810.4,TCEB3-AS1,17906
ENSG00000057757.8,PITHD1,9828
ENSG00000011009.9,LYPLA2,4570
ENSG00000117308.13,GALE,5206
ENSG00000117305.13,HMGCL,36736
ENSG00000179163.11,FUCA1,23218
ENSG00000188822.7,CNR2,42837
ENSG00000229106.1,RP11-4M23.2,1267
ENSG00000232557.3,RP11-4M23.3,775
ENSG00000264926.1,MIR378F,78
ENSG00000230228.2,RP11-4M23.4,368
ENSG00000189266.10,PNRC2,4354
ENSG00000188529.13,SRSF10,16124
ENSG00000215905.4,RP11-4M23.7,639
ENSG00000225315.2,RP11-293P20.2,45965
ENSG00000142661.17,MYOM3,56141
ENSG00000230703.1,RP11-293P20.4,16792
ENSG00000142677.3,IL22RA1,23351
ENSG00000185436.10,IFNLR1,33803
ENSG00000230023.2,RP11-10N16.2,11454
ENSG00000221032.3,AL590683.1,114
ENSG00000266511.1,AL590683.2,89
ENSG00000232298.2,RP11-10N16.3,14346
ENSG00000158055.14,GRHL3,45161
ENSG00000001460.16,STPG1,59936
ENSG00000001461.15,NIPAL3,57183
ENSG00000117602.10,RCAN3,38690
ENSG00000264443.1,RP4-594I10.3,17223
ENSG00000184454.6,NCMAP,53218
ENSG00000227312.2,RP11-496D1.2,348
ENSG00000239106.1,Y_RNA,103
ENSG00000133226.15,SRRM1,41552
ENSG00000169504.13,CLIC4,98968
ENSG00000238482.1,RNU6-1208P,107
ENSG00000020633.17,RUNX3,65611
ENSG00000278034.1,MIR6731,72
ENSG00000229162.1,RP11-84D1.1,1753
ENSG00000261025.1,RP11-84D1.2,2443
ENSG00000264371.1,MIR4425,84
ENSG00000233755.1,RP4-799D16.1,69414
ENSG00000233419.3,RP4-781L3.1,402
ENSG00000231953.1,RP4-706G24.1,731
ENSG00000117614.8,SYF2,9824
ENSG00000117616.16,RSRP1,95977
ENSG00000272432.1,RP3-465N24.6,485
ENSG00000261349.1,RP3-465N24.5,1035
ENSG00000187010.17,RHD,58053
ENSG00000224183.1,SDHDP6,480
ENSG00000259984.1,RP11-335G20.7,1037
ENSG00000183726.9,TMEM50A,24445
ENSG00000188672.15,RHCE,67944
ENSG00000238084.4,RP3-469D22.1,478
ENSG00000204178.8,TMEM57,69352
ENSG00000157978.10,LDLRAP1,25307
ENSG00000225643.1,RP11-70P17.1,8879
ENSG00000117643.13,MAN1C1,168740
ENSG00000233478.1,RP1-187B23.1,14568
ENSG00000162430.15,SEPN1,18049
ENSG00000255054.3,RP1-317E23.6,12275
ENSG00000228172.4,RP1-317E23.3,4049
ENSG00000117640.16,MTFR1L,14303
ENSG00000272478.1,RP1-317E23.7,222
ENSG00000127423.9,AUNIP,27546
ENSG00000236528.1,RP1-125I3.2,3808
ENSG00000182749.5,PAQR7,10044
ENSG00000207302.1,Y_RNA,110
ENSG00000117632.19,STMN1,22811
ENSG00000229786.1,SNRPFP2,251
ENSG00000223624.1,RP1-125I3.4,140
ENSG00000264021.1,MIR3917,93
ENSG00000266763.1,AL033528.1,74
ENSG00000158006.12,PAFAH2,38391
ENSG00000207237.1,RNU6-110P,104
ENSG00000252190.1,SCARNA17,125
ENSG00000252691.1,SCARNA18,84
ENSG00000158008.8,EXTL1,16581
ENSG00000158014.13,SLC30A2,8882
ENSG00000158022.6,TRIM63,17133
ENSG00000265320.1,AL391650.1,100
ENSG00000175087.8,PDIK1L,14379
ENSG00000197245.4,FAM110D,3609
ENSG00000142684.7,ZNF593,2190
ENSG00000236782.4,RP11-96L14.7,1875
ENSG00000142675.16,CNKSR1,12484
ENSG00000188782.6,CATSPER4,12408
ENSG00000236155.5,RP11-231P20.2,20100
ENSG00000278572.1,RP11-231P20.6,1896
ENSG00000130695.12,CEP85,44886
ENSG00000270733.1,RP11-231P20.5,358
ENSG00000142669.12,SH3BGRL3,2347
ENSG00000158062.19,UBXN11,37036
ENSG00000169442.7,CD52,2567
ENSG00000176092.12,AIM1L,32272
ENSG00000225854.2,RP11-569G9.7,346
ENSG00000176083.16,ZNF683,12889
ENSG00000131914.9,LIN28A,18945
ENSG00000117682.15,DHDDS,39013
ENSG00000223583.1,RP3-476K8.4,535
ENSG00000225891.1,RP3-476K8.3,4527
ENSG00000198830.9,HMGN2,3523
ENSG00000224129.1,DPPA2P2,897
ENSG00000117676.12,RPS6KA1,45270
ENSG00000238705.1,MIR1976,52
ENSG00000243905.3,RN7SL679P,304
ENSG00000252802.1,Y_RNA,102
ENSG00000252429.2,RNU7-29P,64
ENSG00000229247.2,RP11-492M19.3,238
ENSG00000238316.1,snoU13,104
ENSG00000235069.2,RP4-785J1.1,235
ENSG00000260063.1,RP5-968P14.2,2000
ENSG00000117713.16,ARID1A,86072
ENSG00000060642.9,PIGV,10927
ENSG00000241188.3,RN7SL165P,291
ENSG00000204160.10,ZDHHC18,30893
ENSG00000175793.11,SFN,1320
ENSG00000142751.13,GPN2,14165
ENSG00000226698.1,RP1-50O24.6,2113
ENSG00000198746.11,GPATCH3,9979
ENSG00000090273.12,NUDC,46625
ENSG00000131910.4,NR0B2,2478
ENSG00000175707.8,KDF1,10845
ENSG00000172746.6,RP11-344H11.4,811
ENSG00000224064.1,RP11-344H11.5,397
ENSG00000225294.1,OSTCP2,444
ENSG00000253368.3,TRNP1,7192
ENSG00000158246.7,FAM46B,7817
ENSG00000280403.1,FKSG62,375
ENSG00000090020.9,SLC9A1,68167
ENSG00000229985.2,RP11-40H20.5,527
ENSG00000214973.3,CHCHD3P3,640
ENSG00000225159.1,NPM1P39,867
ENSG00000225990.2,SNRPEP7,220
ENSG00000224311.1,RP11-40H20.4,5247
ENSG00000142784.14,WDTC1,74118
ENSG00000252098.1,Y_RNA,104
ENSG00000243659.1,RP11-4K3__A.3,599
ENSG00000186501.13,TMEM222,14256
ENSG00000206888.1,RNU6-48P,107
ENSG00000241547.1,RP11-4K3__A.5,468
ENSG00000281023.1,FO393419.1,84
ENSG00000142765.16,SYTL1,11918
ENSG00000142733.13,MAP3K6,11709
ENSG00000142748.11,FCN3,5713
ENSG00000174950.9,CD164L2,4205
ENSG00000231207.1,RP1-144C9.2,678
ENSG00000181773.6,GPR3,3171
ENSG00000158195.9,WASF2,85933
ENSG00000241169.1,RP4-752I6.1,2385
ENSG00000237429.1,RP1-159A19.4,4757
ENSG00000126705.12,AHDC1,70397
ENSG00000000938.11,FGR,23214
ENSG00000235912.1,RP1-159A19.3,192
ENSG00000233975.1,RP11-288L9.1,2395
ENSG00000126709.13,IFI6,6158
ENSG00000225886.2,RP11-288L9.4,33596
ENSG00000206767.1,RNU6-949P,107
ENSG00000226662.2,CHMP1AP1,662
ENSG00000207095.1,RNU6-424P,105
ENSG00000009780.14,FAM76A,37144
ENSG00000231344.1,RP3-426I6.2,349
ENSG00000230833.1,RPEP3,676
ENSG00000117758.12,STX12,51270
ENSG00000269971.1,RP3-426I6.5,184
ENSG00000276889.1,AL020997.1,88
ENSG00000270031.1,RP3-426I6.6,359
ENSG00000223062.1,RNU6-1245P,106
ENSG00000117751.16,PPP1R8,20899
ENSG00000252947.1,SCARNA1,166
ENSG00000278868.1,AL109927.1,171
ENSG00000130775.14,THEMIS2,14143
ENSG00000117748.8,RPA2,23223
ENSG00000130768.13,SMPDL3B,24165
ENSG00000227050.1,RP11-460I13.2,21319
ENSG00000158156.7,XKR8,8635
ENSG00000158161.14,EYA3,118353
ENSG00000238231.2,RP11-460I13.6,367
ENSG00000281570.1,Metazoa_SRP,256
ENSG00000240750.3,RN7SL559P,297
ENSG00000280526.1,AL137792.1,106
ENSG00000228589.3,SPCS2P4,681
ENSG00000228943.1,RP5-1053E7.2,560
ENSG00000214812.3,RP5-1053E7.3,873
ENSG00000253005.1,RNU6-176P,105
ENSG00000169403.10,PTAFR,46771
ENSG00000126698.9,DNAJC8,33570
ENSG00000130770.16,ATPIF1,10798
ENSG00000270605.1,RP5-1092A3.4,1945
ENSG00000271398.1,RP5-1092A3.5,425
ENSG00000130766.4,SESN2,22965
ENSG00000130772.12,MED18,6966
ENSG00000204138.11,PHACTR4,130767
ENSG00000206779.1,Y_RNA,101
ENSG00000229820.2,RP1-308E4.1,394
ENSG00000221216.1,RNU6ATAC27P,119
ENSG00000180198.14,RCC1,33358
ENSG00000242125.3,SNHG3,4913
ENSG00000274266.1,SNORA73A,206
ENSG00000200087.1,SNORA73B,204
ENSG00000231468.2,PRDX3P2,910
ENSG00000279443.1,RP4-669K10.8,2083
ENSG00000180098.8,TRNAU1AP,25461
ENSG00000197989.12,SNHG12,4446
ENSG00000221539.1,SNORD99,74
ENSG00000278274.1,SNORA61,130
ENSG00000273544.1,SNORA44,132
ENSG00000274582.1,SNORA16A,137
ENSG00000280498.1,SNORA16A,135
ENSG00000120656.10,TAF12,53763
ENSG00000188060.6,RAB42,3244
ENSG00000229388.1,RP11-442N24__B.1,5354
ENSG00000274978.1,RNU11,134
ENSG00000270103.3,RNU11,131
ENSG00000162419.11,GMEB1,50622
ENSG00000252777.1,SCARNA24,130
ENSG00000198492.13,YTHDF2,33155
ENSG00000116329.9,OPRD1,59126
ENSG00000233427.1,RP1-212P9.3,6854
ENSG00000199756.1,Y_RNA,110
ENSG00000159023.17,EPB41,232956
ENSG00000225616.2,RP4-604A21.1,331
ENSG00000206704.1,Y_RNA,101
ENSG00000277958.1,Metazoa_SRP,282
ENSG00000253304.1,TMEM200B,4508
ENSG00000225750.1,RP11-242O24.3,2501
ENSG00000116350.14,SRSF4,34245
ENSG00000277916.1,uc_338,169
ENSG00000116353.14,MECR,38070
ENSG00000237934.1,RP11-467D18.2,884
ENSG00000060656.18,PTPRU,90298
ENSG00000221550.2,AL645859.1,100
ENSG00000230523.1,RP3-437I16.1,20495
ENSG00000266678.1,AL139151.1,82
ENSG00000225011.4,RP11-810H18.1,8701
ENSG00000221126.1,AC092265.1,134
ENSG00000228176.1,RP4-656G21.1,697
ENSG00000222787.1,AL645944.1,104
ENSG00000270927.1,RP11-179G8.1,493
ENSG00000233399.2,RP11-111I12.1,23661
ENSG00000233372.1,RP5-893G23.1,1345
ENSG00000231251.1,RP3-357I16.1,93
ENSG00000236335.1,RP4-591L5.1,2079
ENSG00000231949.1,RP4-591L5.2,5284
ENSG00000162510.5,MATN1,12311
ENSG00000186056.8,MATN1-AS1,8324
ENSG00000162511.7,LAPTM5,25352
ENSG00000264773.1,MIR4420,77
ENSG00000280823.1,Metazoa_SRP,241
ENSG00000229607.1,RP5-1125N11.1,5176
ENSG00000223382.3,RP1-65J11.1,10057
ENSG00000222784.1,RN7SKP91,288
ENSG00000235143.1,RP1-65J11.5,2097
ENSG00000162512.14,SDC3,39295
ENSG00000266210.2,RN7SL371P,267
ENSG00000134644.14,PUM1,134486
ENSG00000237329.2,RP11-201O14.1,507
ENSG00000232768.1,RP11-201O14.2,163
ENSG00000215900.4,SEPW1P,572
ENSG00000225142.2,RP11-490K7.1,436
ENSG00000084628.8,NKAIN1,59810
ENSG00000060688.11,SNRNP40,37215
ENSG00000229447.2,RP11-490K7.4,437
ENSG00000121766.13,ZCCHC17,67972
ENSG00000229044.1,RP11-266K22.2,13733
ENSG00000121769.6,FABP3,11226
ENSG00000168528.10,SERINC2,25116
ENSG00000279468.1,AC114494.1,1586
ENSG00000215899.3,RP11-439L8.2,1342
ENSG00000206981.1,RNU6-40P,107
ENSG00000260386.4,LINC01225,40801
ENSG00000265961.1,Y_RNA,114
ENSG00000223907.1,LINC01226,5811
ENSG00000260636.1,RP11-439L8.5,2726
ENSG00000229167.1,RP11-73M7.1,3989
ENSG00000142910.14,TINAGL1,11202
ENSG00000121764.10,HCRTR1,14833
ENSG00000162517.11,PEF1,15035
ENSG00000235790.6,RP11-73M7.6,16114
ENSG00000264078.1,RP11-73M7.9,4678
ENSG00000084636.16,COL16A1,52073
ENSG00000121753.11,BAI2,37777
ENSG00000266580.1,MIR4254,76
ENSG00000254545.1,RP11-84A19.3,2193
ENSG00000134668.11,SPOCD1,25630
ENSG00000203620.2,RP11-84A19.2,13550
ENSG00000269967.1,RP11-84A19.4,69929
ENSG00000184007.16,PTP4A2,38436
ENSG00000281319.1,AL136115.1,157
ENSG00000228634.1,RP4-534N18.2,956
ENSG00000121774.16,KHDRBS1,47022
ENSG00000203325.3,RP11-277A4.4,21184
ENSG00000121775.16,TMEM39B,30836
ENSG00000266203.1,MIR5585,59
ENSG00000276493.1,Metazoa_SRP,291
ENSG00000025800.12,KPNA6,68531
ENSG00000250135.1,RP4-622L5.2,5836
ENSG00000084652.14,TXLNA,18600
ENSG00000160050.13,CCDC28B,5002
ENSG00000224066.1,RP4-622L5.7,2046
ENSG00000160051.10,IQCC,3027
ENSG00000222046.2,DCDC2B,7103
ENSG00000160055.18,TMEM234,7888
ENSG00000084623.10,EIF3I,9677
ENSG00000220785.6,MTMR9LP,9963
ENSG00000183615.5,FAM167B,1624
ENSG00000182866.15,LCK,34927
ENSG00000277617.1,Metazoa_SRP,260
ENSG00000252450.1,Y_RNA,110
ENSG00000116478.10,HDAC1,41550
ENSG00000175130.6,MARCKSL1,2548
ENSG00000233775.1,RP4-811H24.9,1470
ENSG00000162526.6,TSSK3,12792
ENSG00000225828.1,FAM229A,3009
ENSG00000160058.17,BSDC1,29629
ENSG00000224333.1,GAPDHP20,1007
ENSG00000270850.1,RP11-395N6.4,341
ENSG00000229259.1,LRRC37A12P,3576
ENSG00000263529.2,RN7SL122P,301
ENSG00000254553.1,RP1-27O5.3,135736
ENSG00000273274.1,ZBTB8B,31618
ENSG00000160062.13,ZBTB8A,66513
ENSG00000176261.14,ZBTB8OS,50732
ENSG00000200591.1,Y_RNA,102
ENSG00000162521.17,RBBP4,35070
ENSG00000162520.13,SYNC,23237
ENSG00000224409.1,RP11-114B7.6,7504
ENSG00000162522.9,KIAA1522,33086
ENSG00000134684.9,YARS,42917
ENSG00000116497.16,S100PBP,42113
ENSG00000160097.14,FNDC5,10215
ENSG00000121905.8,HPCA,12448
ENSG00000121900.17,TMEM54,6845
ENSG00000116514.15,RNF19B,28241
ENSG00000278966.1,FKSG48,375
ENSG00000217644.5,RP4-803A2.1,526
ENSG00000239670.1,RP4-803A2.2,1282
ENSG00000236065.2,RP1-117O3.2,45395
ENSG00000004455.15,AK2,73057
ENSG00000276645.1,Metazoa_SRP,345
ENSG00000142920.15,AZIN2,39427
ENSG00000278997.1,RP11-131M11.2,1360
ENSG00000116525.12,TRIM62,36658
ENSG00000279179.1,RP11-131M11.3,3448
ENSG00000160094.13,ZNF362,44175
ENSG00000270115.1,RP11-415J8.7,469
ENSG00000184389.9,A3GALT2,14333
ENSG00000225313.4,RP11-415J8.3,41898
ENSG00000134686.15,PHC2,107430
ENSG00000266239.2,AL513327.1,111
ENSG00000222112.1,RN7SKP16,299
ENSG00000233246.1,RP11-415J8.5,12894
ENSG00000221225.1,AL138837.1,87
ENSG00000234512.1,TLR12P,2706
ENSG00000121903.13,ZSCAN20,23863
ENSG00000235907.2,RP4-580O19.2,736
ENSG00000121904.16,CSMD2,651844
ENSG00000280715.1,AL161643.1,137
ENSG00000227000.2,HSPD1P14,1618
ENSG00000176256.9,HMGB4,4317
ENSG00000231163.4,CSMD2-AS1,16506
ENSG00000201148.1,RNA5SP42,115
ENSG00000142698.13,C1orf94,52249
ENSG00000221053.1,AC115286.1,84
ENSG00000270241.1,RP4-657M3.2,434
ENSG00000207941.1,MIR552,96
ENSG00000163866.8,SMIM12,147080
ENSG00000189280.3,GJB5,3466
ENSG00000189433.5,GJB4,3984
ENSG00000255811.1,RP1-34M23.5,26672
ENSG00000216162.1,AL121988.1,84
ENSG00000188910.7,GJB3,5181
ENSG00000187513.8,GJA4,2750
ENSG00000230163.1,RP5-997D16.2,862
ENSG00000116544.10,DLGAP3,64150
ENSG00000241014.1,RP11-244H3.1,10958
ENSG00000271741.1,RP11-244H3.4,50209
ENSG00000243749.1,ZMYM6NB,3819
ENSG00000163867.15,ZMYM6,45804
ENSG00000233940.1,RP11-248I9.2,5804
ENSG00000197056.8,ZMYM1,56074
ENSG00000228348.1,EFCAB14P1,463
ENSG00000116560.9,SFPQ,16771
ENSG00000201868.1,Y_RNA,94
ENSG00000146463.10,ZMYM4,153092
ENSG00000240374.3,RN7SL503P,303
ENSG00000201542.1,SNORA62,152
ENSG00000229994.1,RPL5P4,886
ENSG00000227409.1,ZMYM4-AS1,7256
ENSG00000278702.1,Metazoa_SRP,323
ENSG00000142687.16,KIAA0319L,124461
ENSG00000236274.1,RP4-728D4.3,1697
ENSG00000020129.14,NCDN,9802
ENSG00000239636.1,RP4-728D4.2,7917
ENSG00000116819.6,TFAP2E,21959
ENSG00000126067.10,PSMB2,42301
ENSG00000142686.7,C1orf216,5598
ENSG00000092853.12,CLSPN,49750
ENSG00000232335.1,RP11-435D7.3,4188
ENSG00000134698.10,AGO4,49719
ENSG00000092847.9,AGO1,59803
ENSG00000271164.1,RP4-789D17.4,483
ENSG00000280133.1,RP4-789D17.3,3779
ENSG00000271914.1,RP4-789D17.5,396
ENSG00000126070.17,AGO3,141783
ENSG00000271554.1,RP4-665N4.8,21522
ENSG00000232862.4,RP4-665N4.4,2257
ENSG00000092850.10,TEKT2,4201
ENSG00000116863.10,ADPRHL2,5058
ENSG00000171812.9,COL8A2,29985
ENSG00000054116.10,TRAPPC3,19484
ENSG00000116871.14,MAP7D1,25271
ENSG00000264592.2,RN7SL131P,256
ENSG00000054118.12,THRAP3,80942
ENSG00000231849.1,UBE2V2P4,259
ENSG00000278491.1,AL360074.1,93
ENSG00000214193.8,SH3D21,18500
ENSG00000142694.6,EVA1B,2124
ENSG00000116883.8,RP11-268J15.5,5488
ENSG00000196182.9,STK40,46273
ENSG00000181817.5,LSM10,6655
ENSG00000222821.1,RNU4-27P,139
ENSG00000116885.17,OSCP1,34625
ENSG00000201448.1,SNORA63,129
ENSG00000116898.10,MRPS15,8720
ENSG00000119535.16,CSF3R,17236
ENSG00000230214.1,FTLP18,523
ENSG00000281218.1,AL080286.1,79
ENSG00000234481.1,RP4-614N24.1,2629
ENSG00000163873.8,GRIK3,238603
ENSG00000280570.1,AC117945.1,101
ENSG00000264698.1,MIR4255,72
ENSG00000207328.1,RNU6-636P,107
ENSG00000223944.1,RP5-1180C18.1,62362
ENSG00000252368.1,RNA5SP43,110
ENSG00000230451.2,RPS29P6,145
ENSG00000233621.1,LINC01137,19533
ENSG00000163874.8,ZC3H12A,9828
ENSG00000278228.1,MIR6732,60
ENSG00000163875.14,MEAF6,22200
ENSG00000263675.1,MIR5581,60
ENSG00000163877.9,SNIP1,19854
ENSG00000232273.1,FTH1P1,532
ENSG00000237749.4,RP3-423B22.5,253
ENSG00000163879.10,DNALI1,9939
ENSG00000134697.11,GNL2,29120
ENSG00000169218.12,RSPO1,23574
ENSG00000116922.13,C1orf109,10680
ENSG00000134690.9,CDCA8,17302
ENSG00000183317.15,EPHA10,51254
ENSG00000200421.1,Y_RNA,100
ENSG00000214141.4,ACTN4P2,2749
ENSG00000227416.2,RP11-109P14.2,429
ENSG00000185090.13,MANEAL,7336
ENSG00000233728.1,RP11-109P14.9,1160
ENSG00000196449.3,YRDC,5242
ENSG00000197982.13,C1orf122,2476
ENSG00000188786.9,MTF1,50054
ENSG00000235673.1,RP11-109P14.8,691
ENSG00000230955.1,RP11-109P14.10,884
ENSG00000204084.11,INPP5B,86361
ENSG00000252448.1,SNORA63,81
ENSG00000222282.1,RNU6-584P,95
ENSG00000277168.1,Metazoa_SRP,273
ENSG00000183431.10,SF3A3,33947
ENSG00000212541.1,RNU6-510P,108
ENSG00000183386.8,FHL3,8837
ENSG00000183520.10,UTP11L,15567
ENSG00000185668.6,POU3F1,2968
ENSG00000224592.4,RP5-884C9.2,71712
ENSG00000223589.2,RP5-884C9.3,340
ENSG00000265596.1,MIR3659,99
ENSG00000237290.1,LINC01343,5734
ENSG00000275350.1,RP11-329N22.2,585
ENSG00000200796.1,RNU6-753P,107
ENSG00000238063.1,RP11-329N22.1,1289
ENSG00000215895.4,RP11-334L9.1,1960
ENSG00000116954.7,RRAGC,21626
ENSG00000273637.1,RP5-864K19.7,35162
ENSG00000228436.2,RP5-864K19.4,59397
ENSG00000214114.7,MYCBP,11142
ENSG00000274944.3,RP5-864K19.6,17117
ENSG00000131233.9,GJA9,7137
ENSG00000158315.9,RHBDL2,55993
ENSG00000199963.1,RNU6-605P,108
ENSG00000207466.1,Y_RNA,101
ENSG00000235549.1,EIF1P2,651
ENSG00000174574.14,AKIRIN1,14837
ENSG00000168653.9,NDUFS5,8319
ENSG00000127603.22,MACF1,405862
ENSG00000206654.1,RNU6-608P,104
ENSG00000222378.1,RNA5SP44,133
ENSG00000270040.1,RP11-416A14.1,446
ENSG00000226438.1,RP11-420K8.1,7812
ENSG00000217897.2,HSPE1P8,605
ENSG00000183682.7,BMP8A,34290
ENSG00000237624.1,OXCT2P1,1535
ENSG00000182109.6,RP11-69E11.4,23908
ENSG00000243970.1,PPIEL,26870
ENSG00000090621.12,PABPC4,15975
ENSG00000228060.1,RP11-69E11.8,8044
ENSG00000201457.1,SNORA55,135
ENSG00000163909.7,HEYL,15793
ENSG00000225903.1,RP1-144F13.3,488
ENSG00000116981.3,NT5C1A,12918
ENSG00000116983.11,HPCAL4,13042
ENSG00000084072.15,PPIE,71733
ENSG00000225333.6,RP1-144F13.4,568
ENSG00000252413.1,RNU7-121P,62
ENSG00000116985.9,BMP8B,31680
ENSG00000198754.5,OXCT2,1826
ENSG00000261798.1,RP1-118J21.25,1196
ENSG00000229213.1,RP1-118J21.24,154
ENSG00000043514.14,TRIT1,42490
ENSG00000202222.1,Y_RNA,113
ENSG00000116990.10,MYCL,6831
ENSG00000236546.1,RP1-118J21.5,1354
ENSG00000207356.1,Y_RNA,109
ENSG00000168389.16,MFSD2A,14857
ENSG00000228477.1,RP3-342P20.2,725
ENSG00000131236.15,CAP1,32417
ENSG00000131238.15,PPT1,24999
ENSG00000226745.2,RP11-115D7.3,685
ENSG00000117000.8,RLF,79549
ENSG00000207508.1,RNU6-1237P,107
ENSG00000188800.5,TMCO2,5745
ENSG00000259943.1,RP1-39G22.7,1541
ENSG00000084073.7,ZMPSTE24,36078
ENSG00000231296.1,RP1-39G22.4,313
ENSG00000049089.12,COL9A2,17330
ENSG00000227311.3,RP1-228H13.1,480
ENSG00000084070.10,SMAP2,78477
ENSG00000213172.3,RP1-228H13.2,418
ENSG00000187801.13,ZFP69B,13617
ENSG00000260920.2,RP1-228H13.5,2449
ENSG00000279667.1,RP11-656D10.7,1005
ENSG00000187815.8,ZFP69,19129
ENSG00000238287.1,RP11-656D10.3,15505
ENSG00000164002.10,EXO5,7816
ENSG00000227278.1,RP11-656D10.5,597
ENSG00000238186.1,RP11-656D10.6,1421
ENSG00000117010.14,ZNF684,16609
ENSG00000236505.1,RP1-63P18.2,126
ENSG00000233910.1,GTF2F2P2,721
ENSG00000117016.8,RIMS3,44979
ENSG00000237899.1,RP4-739H11.3,18500
ENSG00000272145.1,NFYC-AS1,1687
ENSG00000066136.18,NFYC,80034
ENSG00000198974.2,MIR30E,113
ENSG00000207962.1,MIR30C1,89
ENSG00000117013.13,KCNQ4,56441
ENSG00000264582.2,RN7SL326P,296
